date,downloads
2021-04-02,191409
2021-04-01,246990
2021-03-31,254090
2021-03-30,252435
2021-03-29,161726
2021-03-28,59952
2021-03-27,129419
2021-03-26,210374
2021-03-25,175258
2021-03-24,210598
2021-03-23,223302
2021-03-22,123689
2021-03-21,51416
2021-03-20,118542
2021-03-19,207427
2021-03-18,212047
2021-03-17,218054
2021-03-16,236461
2021-03-15,137845
2021-03-14,52416
2021-03-13,146169
2021-03-12,227425
2021-03-11,244508
2021-03-10,243006
2021-03-09,244086
2021-03-08,130691
2021-03-07,55914
2021-03-06,147868
2021-03-05,241415
2021-03-04,244125
2021-03-03,244801
2021-03-02,250744
2021-03-01,136026
2021-02-28,53040
2021-02-27,141909
2021-02-26,232214
2021-02-25,242433
2021-02-24,244479
2021-02-23,226466
2021-02-22,133308
2021-02-21,53520
2021-02-20,141299
2021-02-19,234525
2021-02-18,305978
2021-02-17,246029
2021-02-16,200028
2021-02-15,167829
2021-02-14,63367
2021-02-13,167462
2021-02-12,301971
2021-02-11,270896
2021-02-10,216282
2021-02-09,215515
2021-02-08,127800
2021-02-07,51039
2021-02-06,123473
2021-02-05,215250
2021-02-04,219267
2021-02-03,232258
2021-02-02,256855
2021-02-01,137366
2021-01-31,49254
2021-01-30,120822
2021-01-29,198243
2021-01-28,208578
2021-01-27,214278
2021-01-26,212196
2021-01-25,129771
2021-01-24,49765
2021-01-23,131269
2021-01-22,203898
2021-01-21,213272
2021-01-20,212381
2021-01-19,165897
2021-01-18,117324
2021-01-17,51060
2021-01-16,114667
2021-01-15,197920
2021-01-14,202919
2021-01-13,null
2021-01-11,109322
2021-01-10,47566
2021-01-09,117699
2021-01-08,187547
2021-01-07,191312
2021-01-06,208647
2021-01-05,212881
2021-01-04,103716
2021-01-03,39582
2021-01-02,40054
2021-01-01,58831
2020-12-31,96127
2020-12-30,112351
2020-12-29,112774
2020-12-28,81288
2020-12-27,40322
2020-12-26,39484
2020-12-25,66233
2020-12-24,136962
2020-12-23,183507
2020-12-22,187498
2020-12-21,111473
2020-12-20,45603
2020-12-19,120175
2020-12-18,193479
2020-12-17,201017
2020-12-16,218560
2020-12-15,216036
2020-12-14,122224
2020-12-13,47490
2020-12-12,124138
2020-12-11,198936
2020-12-10,202738
2020-12-09,203921
2020-12-08,195535
2020-12-07,110803
2020-12-06,46961
2020-12-05,116631
2020-12-04,262447
2020-12-03,200166
2020-12-02,202855
2020-12-01,202684
2020-11-30,111178
2020-11-29,42133
2020-11-28,69334
2020-11-27,125125
2020-11-26,163267
2020-11-25,184535
2020-11-24,192357
2020-11-23,104033
2020-11-22,45772
2020-11-21,112807
2020-11-20,192335
2020-11-19,203743
2020-11-18,205732
2020-11-17,215227
2020-11-16,122098
2020-11-15,45331
2020-11-14,122967
2020-11-13,190353
2020-11-12,188930
2020-11-11,195078
2020-11-10,206677
2020-11-09,129371
2020-11-08,44824
2020-11-07,114148
2020-11-06,185077
2020-11-05,193788
2020-11-04,191786
2020-11-03,194063
2020-11-02,117615
2020-11-01,48487
2020-10-31,113803
2020-10-30,184433
2020-10-29,197969
2020-10-28,203688
2020-10-27,213739
2020-10-26,124316
2020-10-25,45314
2020-10-24,110452
2020-10-23,193839
2020-10-22,218852
2020-10-21,214504
2020-10-20,218763
2020-10-19,132013
2020-10-18,47731
2020-10-17,116365
2020-10-16,205785
2020-10-15,218562
2020-10-14,209561
2020-10-13,210980
2020-10-12,130732
2020-10-11,50269
2020-10-10,107527
2020-10-09,202864
2020-10-08,225008
2020-10-07,210007
2020-10-06,214663
2020-10-05,132207
2020-10-04,47784
2020-10-03,112508
2020-10-02,200183
2020-10-01,215351
2020-09-30,221191
2020-09-29,210665
2020-09-28,123383
2020-09-27,43240
2020-09-26,108354
2020-09-25,199367
2020-09-24,215049
2020-09-23,217908
2020-09-22,208231
2020-09-21,123449
2020-09-20,45339
2020-09-19,116865
2020-09-18,206732
2020-09-17,225072
2020-09-16,238611
2020-09-15,233537
2020-09-14,145075
2020-09-13,52957
2020-09-12,124156
2020-09-11,224849
2020-09-10,225499
2020-09-09,194123
2020-09-08,140237
2020-09-07,115746
2020-09-06,47703
2020-09-05,93322
2020-09-04,190784
2020-09-03,200777
2020-09-02,200993
2020-09-01,187197
2020-08-31,110245
2020-08-30,42251
2020-08-29,96365
2020-08-28,175707
2020-08-27,176965
2020-08-26,181277
2020-08-25,183595
2020-08-24,120924
2020-08-23,44837
2020-08-22,98534
2020-08-21,170928
2020-08-20,183381
2020-08-19,191688
2020-08-18,183908
2020-08-17,127501
2020-08-16,45832
2020-08-15,93462
2020-08-14,177150
2020-08-13,187431
2020-08-12,196810
2020-08-11,186949
2020-08-10,106338
2020-08-09,43474
2020-08-08,96267
2020-08-07,183754
2020-08-06,186862
2020-08-05,186823
2020-08-04,174579
2020-08-03,112275
2020-08-02,45357
2020-08-01,100227
2020-07-31,174455
2020-07-30,193378
2020-07-29,193374
2020-07-28,197901
2020-07-27,120693
2020-07-26,44641
2020-07-25,97456
2020-07-24,175727
2020-07-23,185751
2020-07-22,192723
2020-07-21,189784
2020-07-20,121822
2020-07-19,47052
2020-07-18,97092
2020-07-17,180569
2020-07-16,194173
2020-07-15,183403
2020-07-14,189564
2020-07-13,119930
2020-07-12,46584
2020-07-11,97629
2020-07-10,170810
2020-07-09,188508
2020-07-08,193807
2020-07-07,187611
2020-07-06,118411
2020-07-05,44019
2020-07-04,60522
2020-07-03,159071
2020-07-02,182028
2020-07-01,177303
2020-06-30,191229
2020-06-29,123520
2020-06-28,49020
2020-06-27,94472
2020-06-26,181869
2020-06-25,206218
2020-06-24,194343
2020-06-23,198416
2020-06-22,132970
2020-06-21,49032
2020-06-20,96437
2020-06-19,245150
2020-06-18,215761
2020-06-17,202611
2020-06-16,206977
2020-06-15,128266
2020-06-14,46183
2020-06-13,85822
2020-06-12,171251
2020-06-11,196624
2020-06-10,196903
2020-06-09,206580
2020-06-08,126416
2020-06-07,49126
2020-06-06,120064
2020-06-05,197771
2020-06-04,211298
2020-06-03,197193
2020-06-02,187446
2020-06-01,110923
2020-05-31,48728
2020-05-30,100709
2020-05-29,182599
2020-05-28,187716
2020-05-27,204308
2020-05-26,143410
2020-05-25,103422
2020-05-24,49628
2020-05-23,102618
2020-05-22,243234
2020-05-21,182862
2020-05-20,198950
2020-05-19,214157
2020-05-18,122253
2020-05-17,52029
2020-05-16,93350
2020-05-15,159532
2020-05-14,174651
2020-05-13,175036
2020-05-12,174966
2020-05-11,115110
2020-05-10,54379
2020-05-09,93745
2020-05-08,153469
2020-05-07,173269
2020-05-06,160444
2020-05-05,156156
2020-05-04,104013
2020-05-03,52104
2020-05-02,81344
2020-05-01,128326
2020-04-30,165819
2020-04-29,156159
2020-04-28,165543
2020-04-27,118164
2020-04-26,56070
2020-04-25,91455
2020-04-24,166232
2020-04-23,175188
2020-04-22,175391
2020-04-21,163177
2020-04-20,114039
2020-04-19,53057
2020-04-18,90373
2020-04-17,158574
2020-04-16,162602
2020-04-15,166139
2020-04-14,162557
2020-04-13,91133
2020-04-12,54220
2020-04-11,80209
2020-04-10,134365
2020-04-09,167765
2020-04-08,176914
2020-04-07,188735
2020-04-06,127343
2020-04-05,61085
2020-04-04,115527
2020-04-03,190010
2020-04-02,190253
2020-04-01,190855
2020-03-31,187574
2020-03-30,125057
2020-03-29,54385
2020-03-28,104658
2020-03-27,176478
2020-03-26,185130
2020-03-25,189619
2020-03-24,190973
2020-03-23,127914
2020-03-22,56247
2020-03-21,122876
2020-03-20,185068
2020-03-19,167404
2020-03-18,165276
2020-03-17,158082
2020-03-16,108435
2020-03-15,51592
2020-03-14,93151
2020-03-13,150594
2020-03-12,161365
2020-03-11,173149
2020-03-10,163771
2020-03-09,101859
2020-03-08,45950
2020-03-07,95532
2020-03-06,159610
2020-03-05,171845
2020-03-04,179233
2020-03-03,176818
2020-03-02,117440
2020-03-01,52521
2020-02-29,109822
2020-02-28,159786
2020-02-27,173005
2020-02-26,186439
2020-02-25,180376
2020-02-24,97310
2020-02-23,52379
2020-02-22,102929
2020-02-21,160271
2020-02-20,170934
2020-02-19,175997
2020-02-18,142687
2020-02-17,110656
2020-02-16,54724
2020-02-15,100391
2020-02-14,160887
2020-02-13,177382
2020-02-12,177791
2020-02-11,168598
2020-02-10,109804
2020-02-09,51587
2020-02-08,98967
2020-02-07,164890
2020-02-06,172279
2020-02-05,169331
2020-02-04,168606
2020-02-03,108396
2020-02-02,46579
2020-02-01,98406
2020-01-31,163139
2020-01-30,175598
2020-01-29,168549
2020-01-28,187050
2020-01-27,101285
2020-01-26,48585
2020-01-25,94190
2020-01-24,150189
2020-01-23,170142
2020-01-22,187628
2020-01-21,163081
2020-01-20,132733
2020-01-19,74295
2020-01-18,118044
2020-01-17,180216
2020-01-16,187952
2020-01-15,191341
2020-01-14,199590
2020-01-13,128927
2020-01-12,69758
2020-01-11,143631
2020-01-10,258063
2020-01-09,264574
2020-01-08,250569
2020-01-07,188449
2020-01-06,123972
2020-01-05,67225
2020-01-04,111726
2020-01-03,148425
2020-01-02,98367
2020-01-01,80054
2019-12-31,115713
2019-12-30,98369
2019-12-29,67975
2019-12-28,88949
2019-12-27,119083
2019-12-26,94516
2019-12-25,90234
2019-12-24,130478
2019-12-23,112750
2019-12-22,68914
2019-12-21,113549
2019-12-20,189201
2019-12-19,219267
2019-12-18,190690
2019-12-17,200394
2019-12-16,137488
2019-12-15,73155
2019-12-14,120883
2019-12-13,174175
2019-12-12,187968
2019-12-11,194785
2019-12-10,195519
2019-12-09,132350
2019-12-08,70532
2019-12-07,117387
2019-12-06,185540
2019-12-05,187120
2019-12-04,185209
2019-12-03,196564
2019-12-02,133618
2019-12-01,72011
2019-11-30,84421
2019-11-29,134923
2019-11-28,171031
2019-11-27,178151
2019-11-26,182588
2019-11-25,131865
2019-11-24,76619
2019-11-23,119694
2019-11-22,176329
2019-11-21,191476
2019-11-20,192549
2019-11-19,191534
2019-11-18,131033
2019-11-17,73004
2019-11-16,119916
2019-11-15,182631
2019-11-14,188835
2019-11-13,187272
2019-11-12,185253
2019-11-11,133902
2019-11-10,76621
2019-11-09,124683
2019-11-08,180272
2019-11-07,188110
2019-11-06,189071
2019-11-05,175625
2019-11-04,117154
2019-11-03,68702
2019-11-02,109332
2019-11-01,161333
2019-10-31,181668
2019-10-30,185382
2019-10-29,184752
2019-10-28,127827
2019-10-27,69108
2019-10-26,107454
2019-10-25,175225
2019-10-24,189378
2019-10-23,181854
2019-10-22,176700
2019-10-21,133260
2019-10-20,70086
2019-10-19,110566
2019-10-18,175397
2019-10-17,186023
2019-10-16,184743
2019-10-15,185251
2019-10-14,121239
2019-10-13,72125
2019-10-12,113495
2019-10-11,184978
2019-10-10,193713
2019-10-09,193432
2019-10-08,193982
2019-10-07,139948
2019-10-06,74720
2019-10-05,108216
2019-10-04,177746
2019-10-03,188549
2019-10-02,192195
2019-10-01,189651
2019-09-30,140382
2019-09-29,71883
2019-09-28,112791
2019-09-27,173241
2019-09-26,196232
2019-09-25,199122
2019-09-24,196262
2019-09-23,134740
2019-09-22,78626
2019-09-21,117388
2019-09-20,178187
2019-09-19,188568
2019-09-18,186605
2019-09-17,187576
2019-09-16,127530
2019-09-15,76913
2019-09-12,210002
2019-09-11,193757
2019-09-10,195875
2019-09-09,134100
2019-09-08,73035
2019-09-07,115515
2019-09-06,181579
2019-09-05,188979
2019-09-04,201686
2019-09-03,148839
2019-09-02,123082
2019-09-01,69261
2019-08-30,173957
2019-08-29,187003
2019-08-28,199794
2019-08-27,193134
2019-08-26,139542
2019-08-25,86396
2019-08-24,124689
2019-08-23,198957
2019-08-22,197197
2019-08-21,201656
2019-08-20,196668
2019-08-19,137220
2019-08-18,83396
2019-08-17,117249
2019-08-16,163469
2019-08-15,160638
2019-08-14,165246
2019-08-13,157793
2019-08-12,114066
2019-08-11,66835
2019-08-10,98296
2019-08-09,157254
2019-08-08,163332
2019-08-07,163925
2019-08-06,162706
2019-08-05,124919
2019-08-04,66010
2019-08-03,91579
2019-08-02,153797
2019-08-01,164332
2019-07-31,162106
2019-07-30,166295
2019-07-29,121723
2019-07-28,63442
2019-07-27,95292
2019-07-26,151084
2019-07-25,165087
2019-07-24,161806
2019-07-23,161213
2019-07-22,119225
2019-07-21,60598
2019-07-20,93382
2019-07-19,149036
2019-07-18,162867
2019-07-17,176129
2019-07-16,173797
2019-07-15,112613
2019-07-14,62810
2019-07-13,98598
2019-07-12,155922
2019-07-11,161027
2019-07-10,155075
2019-07-09,152819
2019-07-08,113489
2019-07-07,57094
2019-07-06,77327
2019-07-05,110779
2019-07-04,145791
2019-07-03,161352
2019-07-01,119566
2019-06-30,64886
2019-06-29,100530
2019-06-28,153163
2019-06-27,166629
2019-06-25,null
2019-06-23,63290
2019-06-22,97579
2019-06-21,157631
2019-06-20,160257
2019-06-19,166229
2019-06-18,179392
2019-06-17,125682
2019-06-15,104652
2019-06-14,160986
2019-06-13,161394
2019-06-11,160543
2019-06-10,108120
2019-06-09,61526
2019-06-08,94373
2019-06-07,146351
2019-06-06,159440
2019-06-05,159239
2019-06-04,187385
2019-06-03,116287
2019-06-02,65122
2019-06-01,101371
2019-05-31,149252
2019-05-30,152588
2019-05-29,162353
2019-05-28,135276
2019-05-27,104222
2019-05-26,60590
2019-05-25,94696
2019-05-24,148764
2019-05-23,163351
2019-05-22,169143
2019-05-21,185453
2019-05-20,141112
2019-05-19,97330
2019-05-18,130136
2019-05-17,181358
2019-05-16,189556
2019-05-15,194480
2019-05-14,181832
2019-05-13,116195
2019-05-12,61318
2019-05-11,96873
2019-05-10,155356
2019-05-09,159798
2019-05-08,159994
2019-05-07,158141
2019-05-06,103050
2019-05-05,61295
2019-05-04,98732
2019-05-03,151720
2019-05-02,147231
2019-05-01,138818
2019-04-30,153519
2019-04-29,101997
2019-04-28,60131
2019-04-27,94761
2019-04-26,159098
2019-04-25,168922
2019-04-24,176277
2019-04-23,171110
2019-04-22,90221
2019-04-21,58484
2019-04-20,85110
2019-04-19,129689
2019-04-18,156557
2019-04-17,156741
2019-04-16,161872
2019-04-15,114673
2019-04-14,56203
2019-04-13,98698
2019-04-12,144125
2019-04-11,161515
2019-04-10,160705
2019-04-09,162569
2019-04-08,113851
2019-04-07,55445
2019-04-06,97644
2019-04-05,163693
2019-04-04,164153
2019-04-03,165976
2019-04-02,177308
2019-04-01,118708
2019-03-31,59468
2019-03-30,103373
2019-03-29,173606
2019-03-28,175880
2019-03-27,170946
2019-03-26,168939
2019-03-25,117547
2019-03-24,60863
2019-03-23,97311
2019-03-22,159075
2019-03-21,157564
2019-03-20,167191
2019-03-19,199712
2019-03-18,125516
2019-03-17,59139
2019-03-16,116791
2019-03-15,203616
2019-03-14,206394
2019-03-13,158784
2019-03-12,158215
2019-03-11,99879
2019-03-10,54153
2019-03-09,91106
2019-03-08,135733
2019-03-07,145713
2019-03-06,146128
2019-03-05,142594
2019-03-04,102874
2019-03-03,54456
2019-03-02,89436
2019-03-01,139462
2019-02-28,150697
2019-02-27,147347
2019-02-26,154546
2019-02-25,99833
2019-02-24,53191
2019-02-23,89367
2019-02-22,144089
2019-02-21,153824
2019-02-20,154215
2019-02-19,130482
2019-02-18,98462
2019-02-17,52920
2019-02-16,94234
2019-02-15,140572
2019-02-14,150393
2019-02-13,151610
2019-02-12,153525
2019-02-11,96106
2019-02-10,55587
2019-02-09,98196
2019-02-08,154297
2019-02-07,182300
2019-02-06,190662
2019-02-05,172089
2019-02-04,99309
2019-02-03,56215
2019-02-02,111385
2019-02-01,166630
2019-01-31,170960
2019-01-30,166563
2019-01-29,175724
2019-01-28,97867
2019-01-27,48398
2019-01-26,106150
2019-01-25,158494
2019-01-24,169547
2019-01-23,174619
2019-01-22,122572
2019-01-21,89614
2019-01-20,48303
2019-01-19,136823
2019-01-18,503898
2019-01-17,273713
2019-01-16,200586
2019-01-15,227323
2019-01-14,null
2019-01-12,0
2019-01-11,0
2019-01-10,49032
2019-01-09,144727
2019-01-08,155717
2019-01-07,83042
2019-01-06,45733
2019-01-05,117794
2019-01-04,145852
2019-01-03,138494
2019-01-02,60719
2019-01-01,42390
2018-12-31,49881
2018-12-30,41717
2018-12-29,64107
2018-12-28,93620
2018-12-27,98544
2018-12-26,61783
2018-12-25,58226
2018-12-24,57944
2018-12-23,44815
2018-12-22,98005
2018-12-21,142041
2018-12-20,164478
2018-12-19,175408
2018-12-18,177963
2018-12-17,97517
2018-12-16,48983
2018-12-15,126004
2018-12-14,194618
2018-12-13,209817
2018-12-12,226860
2018-12-11,211368
2018-12-10,106680
2018-12-09,55204
2018-12-08,140087
2018-12-07,217847
2018-12-06,220919
2018-12-05,209938
2018-12-04,191203
2018-12-03,118750
2018-12-02,51320
2018-12-01,106193
2018-11-30,171366
2018-11-29,186296
2018-11-28,185277
2018-11-27,165859
2018-11-26,98049
2018-11-25,46242
2018-11-24,66106
2018-11-23,108454
2018-11-22,139776
2018-11-21,154180
2018-11-20,155528
2018-11-19,96072
2018-11-18,48803
2018-11-17,85563
2018-11-16,133300
2018-11-15,148142
2018-11-14,131704
2018-11-13,128618
2018-11-12,87593
2018-11-11,46683
2018-11-10,79339
2018-11-09,121155
2018-11-08,137311
2018-11-07,139256
2018-11-06,132934
2018-11-05,89145
2018-11-04,48552
2018-11-03,77962
2018-11-02,117725
2018-11-01,122515
2018-10-31,127770
2018-10-30,134999
2018-10-29,90122
2018-10-28,47987
2018-10-27,75146
2018-10-26,131283
2018-10-25,124079
2018-10-24,134238
2018-10-23,134433
2018-10-22,70787
2018-10-21,44094
2018-10-20,75280
2018-10-19,129282
2018-10-18,119004
2018-10-17,133524
2018-10-16,128176
2018-10-15,90510
2018-10-14,46394
2018-10-13,75428
2018-10-12,119613
2018-10-11,123998
2018-10-10,127024
2018-10-09,123071
2018-10-06,80269
2018-10-05,127650
2018-10-04,130912
2018-10-03,127835
2018-10-02,131047
2018-10-01,91220
2018-09-30,48444
2018-09-29,77944
2018-09-28,120022
2018-09-27,129293
2018-09-26,130961
2018-09-23,50454
2018-09-22,78922
2018-09-21,131779
2018-09-20,132340
2018-09-19,134969
2018-09-18,131769
2018-09-17,86941
2018-09-16,46390
2018-09-15,79798
2018-09-14,121691
2018-09-13,124285
2018-09-12,135630
2018-09-11,129443
2018-09-10,89552
2018-09-09,46524
2018-09-08,77510
2018-09-07,129509
2018-09-06,151133
2018-09-05,153925
2018-09-04,116246
2018-09-03,89754
2018-09-02,46538
2018-09-01,78162
2018-08-31,123714
2018-08-30,130078
2018-08-29,131297
2018-08-28,126587
2018-08-27,86573
2018-08-26,51393
2018-08-25,75917
2018-08-24,120452
2018-08-23,129896
2018-08-22,135817
2018-08-21,130592
2018-08-20,93530
2018-08-19,51051
2018-08-18,83710
2018-08-17,122983
2018-08-16,128411
2018-08-15,122592
2018-08-14,129793
2018-08-13,90270
2018-08-12,51769
2018-08-11,86219
2018-08-10,131624
2018-08-09,135210
2018-08-08,139457
2018-08-07,130746
2018-08-06,95691
2018-08-05,51724
2018-08-04,86422
2018-08-03,134141
2018-08-02,134125
2018-08-01,138336
2018-07-31,142038
2018-07-30,88765
2018-07-29,46849
2018-07-28,74894
2018-07-27,121794
2018-07-26,126473
2018-07-25,127864
2018-07-24,123243
2018-07-23,95533
2018-07-22,46331
2018-07-21,76626
2018-07-20,120184
2018-07-19,131807
2018-07-18,141307
2018-07-17,136375
2018-07-16,86688
2018-07-15,47273
2018-07-14,77146
2018-07-13,122620
2018-07-12,129692
2018-07-11,133554
2018-07-10,140913
2018-07-09,100175
2018-07-08,52498
2018-07-07,78360
2018-07-06,133386
2018-07-05,113367
2018-07-04,127523
2018-07-03,128301
2018-06-30,80514
2018-06-29,125970
2018-06-28,128699
2018-06-27,128945
2018-06-26,137670
2018-06-25,92927
2018-06-24,47418
2018-06-23,77980
2018-06-22,124662
2018-06-21,138329
2018-06-20,136584
2018-06-19,128007
2018-06-18,85928
2018-06-17,46637
2018-06-16,78327
2018-06-15,124172
2018-06-14,129148
2018-06-13,131262
2018-06-12,123870
2018-06-11,81663
2018-06-10,47742
2018-06-09,72751
2018-06-08,116422
2018-06-07,122431
2018-06-06,124618
2018-06-05,126538
2018-06-04,84194
2018-06-03,48429
2018-06-02,75604
2018-06-01,110043
2018-05-31,118154
2018-05-30,116817
2018-05-29,99020
2018-05-28,79820
2018-05-27,47248
2018-05-26,71196
2018-05-25,117064
2018-05-24,118653
2018-05-23,122982
2018-05-22,116018
2018-05-21,81021
2018-05-20,46002
2018-05-19,75446
2018-05-18,112321
2018-05-17,123800
2018-05-16,120201
2018-05-15,120371
2018-05-14,82791
2018-05-13,48410
2018-05-12,71698
2018-05-11,111433
2018-05-10,111721
2018-05-09,113016
2018-05-08,118942
2018-05-07,81490
2018-05-06,47129
2018-05-05,73948
2018-05-04,109001
2018-05-03,114547
2018-05-02,110846
2018-05-01,99003
2018-04-30,74531
2018-04-29,50761
2018-04-28,77657
2018-04-27,112354
2018-04-26,116970
2018-04-25,118890
2018-04-24,121132
2018-04-23,86217
2018-04-22,49128
2018-04-21,77293
2018-04-20,115332
2018-04-19,120135
2018-04-18,118589
2018-04-17,120461
2018-04-16,89754
2018-04-15,51380
2018-04-14,78532
2018-04-13,119488
2018-04-12,123779
2018-04-11,128023
2018-04-10,130336
2018-04-09,86944
2018-04-08,52806
2018-04-07,79640
2018-04-06,115460
2018-04-05,122638
2018-04-04,124419
2018-04-03,121294
2018-04-02,74977
2018-04-01,50943
2018-03-31,71688
2018-03-30,107307
2018-03-29,113586
2018-03-28,119491
2018-03-27,120103
2018-03-26,84543
2018-03-25,50349
2018-03-24,75856
2018-03-23,115847
2018-03-22,131846
2018-03-21,115038
2018-03-20,106753
2018-03-19,82487
2018-03-18,49024
2018-03-17,77113
2018-03-16,109193
2018-03-15,113874
2018-03-14,118674
2018-03-13,117602
2018-03-12,83653
2018-03-11,50395
2018-03-10,81543
2018-03-09,111654
2018-03-08,116194
2018-03-07,120452
2018-03-06,123033
2018-03-05,81760
2018-03-04,50215
2018-03-03,77993
2018-03-02,110957
2018-03-01,120218
2018-02-28,123894
2018-02-27,118873
2018-02-26,79923
2018-02-25,49980
2018-02-24,79896
2018-02-23,113296
2018-02-22,119037
2018-02-21,120878
2018-02-20,103241
2018-02-19,80352
2018-02-18,53867
2018-02-17,83352
2018-02-16,115892
2018-02-15,126281
2018-02-14,112431
2018-02-13,115422
2018-02-12,74849
2018-02-11,51289
2018-02-10,80282
2018-02-09,116636
2018-02-08,121912
2018-02-07,122567
2018-02-06,125199
2018-02-05,89123
2018-02-04,53076
2018-02-03,86498
2018-02-02,123267
2018-02-01,129546
2018-01-31,128554
2018-01-30,126975
2018-01-29,89218
2018-01-28,53723
2018-01-27,81140
2018-01-26,114304
2018-01-25,127263
2018-01-24,128965
2018-01-23,130883
2018-01-22,90836
2018-01-21,54006
2018-01-20,84285
2018-01-19,122120
2018-01-18,129189
2018-01-17,124740
2018-01-16,111714
2018-01-15,88137
2018-01-14,53083
2018-01-13,80554
2018-01-12,121168
2018-01-11,125760
2018-01-10,121609
2018-01-09,132113
2018-01-08,78480
2018-01-07,49457
2018-01-06,76132
2018-01-05,112358
2018-01-04,107737
2018-01-03,99463
2018-01-02,65642
2018-01-01,47304
2017-12-31,50485
2017-12-30,59827
2017-12-29,79644
2017-12-28,84484
2017-12-27,78639
2017-12-26,63988
2017-12-25,55546
2017-12-24,48147
2017-12-23,71403
2017-12-22,97091
2017-12-21,106552
2017-12-20,109843
2017-12-19,111458
2017-12-18,79503
2017-12-17,50269
2017-12-16,80258
2017-12-15,113631
2017-12-14,117646
2017-12-13,120197
2017-12-12,120189
2017-12-11,81743
2017-12-10,50885
2017-12-09,76648
2017-12-08,116506
2017-12-07,117364
2017-12-06,118492
2017-12-05,123646
2017-12-04,79717
2017-12-03,49773
2017-12-02,76935
2017-12-01,106262
2017-11-30,112719
2017-11-29,112646
2017-11-28,108499
2017-11-27,79413
2017-11-26,49827
2017-11-25,58246
2017-11-24,82837
2017-11-23,94442
2017-11-22,111053
2017-11-21,109636
2017-11-20,81807
2017-11-19,55147
2017-11-18,78765
2017-11-17,104654
2017-11-16,106426
2017-11-15,110593
2017-11-14,110859
2017-11-13,77976
2017-11-12,51682
2017-11-11,72801
2017-11-10,103168
2017-11-09,107508
2017-11-08,107988
2017-11-07,109598
2017-11-06,85557
2017-11-05,51158
2017-11-04,78935
2017-11-03,100381
2017-11-02,103467
2017-11-01,98539
2017-10-31,106201
2017-10-30,81170
2017-10-29,54388
2017-10-28,73764
2017-10-27,105955
2017-10-26,108163
2017-10-25,106747
2017-10-24,110112
2017-10-23,81140
2017-10-22,53943
2017-10-21,74988
2017-10-20,108102
2017-10-19,110705
2017-10-18,113520
2017-10-17,109895
2017-10-16,83469
2017-10-15,53106
2017-10-14,76063
2017-10-13,103990
2017-10-12,110051
2017-10-11,111537
2017-10-10,106332
2017-10-09,78646
2017-10-08,54532
2017-10-07,75844
2017-10-06,107651
2017-10-05,110915
2017-10-04,110875
2017-10-03,112367
2017-10-02,83332
2017-10-01,56806
2017-09-30,77344
2017-09-29,107683
2017-09-28,109918
2017-09-27,112326
2017-09-26,115549
2017-09-25,84193
2017-09-24,55788
2017-09-23,77550
2017-09-22,112996
2017-09-21,117252
2017-09-20,119558
2017-09-19,119209
2017-09-18,88441
2017-09-17,61496
2017-09-16,85298
2017-09-15,118138
2017-09-14,120213
2017-09-13,119047
2017-09-12,123323
2017-09-11,95011
2017-09-08,124221
2017-09-07,120144
2017-09-06,124181
2017-09-05,98769
2017-09-04,82589
2017-09-03,58900
2017-09-02,79381
2017-09-01,111359
2017-08-31,117050
2017-08-30,119300
2017-08-29,119478
2017-08-28,82583
2017-08-27,57103
2017-08-26,77184
2017-08-25,109658
2017-08-24,113957
2017-08-23,112255
2017-08-22,110898
2017-08-21,85218
2017-08-19,77459
2017-08-18,107833
2017-08-17,110768
2017-08-16,108319
2017-08-15,104894
2017-08-14,82863
2017-08-13,58604
2017-08-12,76646
2017-08-11,109714
2017-08-10,112956
2017-08-09,111898
2017-08-08,113793
2017-08-07,86622
2017-08-06,60038
2017-08-05,82503
2017-08-04,109588
2017-08-03,114396
2017-08-02,116281
2017-08-01,113854
2017-07-31,85671
2017-07-30,59624
2017-07-29,79127
2017-07-28,110957
2017-07-27,113850
2017-07-26,117446
2017-07-25,116933
2017-07-24,87378
2017-07-23,60251
2017-07-22,79780
2017-07-21,108697
2017-07-20,116659
2017-07-19,125910
2017-07-18,116713
2017-07-17,84570
2017-07-16,59445
2017-07-15,81564
2017-07-14,123328
2017-07-13,126871
2017-07-12,119595
2017-07-11,115324
2017-07-10,87073
2017-07-09,60115
2017-07-08,83512
2017-07-07,117734
2017-07-06,116649
2017-07-05,94420
2017-07-04,99305
2017-07-03,85789
2017-07-02,59257
2017-07-01,79935
2017-06-30,125192
2017-06-29,121309
2017-06-28,120617
2017-06-27,119457
2017-06-26,85923
2017-06-25,59978
2017-06-24,82381
2017-06-23,114260
2017-06-22,114839
2017-06-21,118328
2017-06-20,117389
2017-06-19,93253
2017-06-18,59757
2017-06-17,78748
2017-06-16,107895
2017-06-15,115298
2017-06-14,118119
2017-06-13,117375
2017-06-12,85848
2017-06-11,59741
2017-06-10,82438
2017-06-09,131689
2017-06-08,115075
2017-06-07,133236
2017-06-06,128851
2017-06-05,89265
2017-06-04,61665
2017-06-03,94422
2017-06-02,126947
2017-06-01,128318
2017-05-31,123025
2017-05-30,88093
2017-05-29,79285
2017-05-28,55004
2017-05-27,76551
2017-05-26,105580
2017-05-25,120394
2017-05-24,114653
2017-05-23,114749
2017-05-22,88612
2017-05-21,60367
2017-05-20,80472
2017-05-19,111207
2017-05-18,115358
2017-05-17,119262
2017-05-16,123600
