pre_release,version,downloads_count
4.2,4.1.6,998270
4.2,4.1.5,1307834
4.2,4.1.4,331069
4.2,4.1.3,395858
4.2,4.1.2,215020
4.2,4.1.1,171990
4.2,4.1,220017
4.2,4.0rc1,392
4.2,4.0b1,423
4.2,4.0a1,504
4.2,4.0.9,118454
4.2,4.0.8,311816
4.2,4.0.7,118098
4.2,4.0.6,264197
4.2,4.0.5,133387
4.2,4.0.4,241665
4.2,4.0.3,152336
4.2,4.0.2,111810
4.2,4.0.10,245948
4.2,4.0.1,85537
4.2,4.0,139566
4.2,3.2rc1,745
4.2,3.2b1,388
4.2,3.2a1,573
4.2,3.2.9,197784
4.2,3.2.8,222461
4.2,3.2.7,146774
4.2,3.2.6,177086
4.2,3.2.5,129696
4.2,3.2.4,101011
4.2,3.2.3,89876
4.2,3.2.2,37056
4.2,3.2.18,2561961
4.2,3.2.17,808902
4.2,3.2.16,2321729
4.2,3.2.15,627039
4.2,3.2.14,215360
4.2,3.2.13,274219
4.2,3.2.12,233315
4.2,3.2.11,104575
4.2,3.2.10,76445
4.2,3.2.1,18111
4.2,3.2,380359
4.2,3.1rc1,749
4.2,3.1b1,552
4.2,3.1a1,722
4.2,3.1.9,4453
4.2,3.1.8,23792
4.2,3.1.7,119297
4.2,3.1.6,117605
4.2,3.1.5,198990
4.2,3.1.4,140528
4.2,3.1.3,77382
4.2,3.1.2,68384
4.2,3.1.14,277689
4.2,3.1.13,68708
4.2,3.1.12,33064
4.2,3.1.11,12024
4.2,3.1.10,7539
4.2,3.1.1,60821
4.2,3.1,88713
4.2,3.0rc1,444
4.2,3.0b1,448
4.2,3.0a1,470
4.2,3.0.9,123295
4.2,3.0.8,229553
4.2,3.0.7,61245
4.2,3.0.6,39024
4.2,3.0.5,74680
4.2,3.0.4,31305
4.2,3.0.3,47624
4.2,3.0.2,27226
4.2,3.0.14,124619
4.2,3.0.13,3287
4.2,3.0.12,4559
4.2,3.0.11,8139
4.2,3.0.10,9098
4.2,3.0.1,7098
4.2,3.0,80308
4.2,2.2rc1,335
4.2,2.2b1,350
4.2,2.2a1,337
4.2,2.2.9,32073
4.2,2.2.8,13397
4.2,2.2.7,113787
4.2,2.2.6,68574
4.2,2.2.5,32067
4.2,2.2.4,53298
4.2,2.2.3,31207
4.2,2.2.28,669142
4.2,2.2.27,41459
4.2,2.2.26,17518
4.2,2.2.25,15249
4.2,2.2.24,92948
4.2,2.2.23,4737
4.2,2.2.22,3973
4.2,2.2.21,6599
4.2,2.2.20,32843
4.2,2.2.2,27781
4.2,2.2.19,38849
4.2,2.2.18,8600
4.2,2.2.17,47502
4.2,2.2.16,123060
4.2,2.2.15,14993
4.2,2.2.14,19329
4.2,2.2.13,24293
4.2,2.2.12,36369
4.2,2.2.11,17088
4.2,2.2.10,21516
4.2,2.2.1,27399
4.2,2.2,144504
4.2,2.1rc1,167
4.2,2.1b1,186
4.2,2.1a1,170
4.2,2.1.9,2025
4.2,2.1.8,2931
4.2,2.1.7,28626
4.2,2.1.5,19645
4.2,2.1.4,8749
4.2,2.1.3,6147
4.2,2.1.2,12925
4.2,2.1.15,102423
4.2,2.1.14,1098
4.2,2.1.13,2173
4.2,2.1.12,1089
4.2,2.1.11,5131
4.2,2.1.10,4291
4.2,2.1.1,17824
4.2,2.1,22006
4.2,2.0rc1,171
4.2,2.0b1,171
4.2,2.0a1,187
4.2,2.0.9,1460
4.2,2.0.8,3305
4.2,2.0.7,23791
4.2,2.0.6,12647
4.2,2.0.5,6327
4.2,2.0.4,6928
4.2,2.0.3,10515
4.2,2.0.2,9743
4.2,2.0.13,84794
4.2,2.0.12,6880
4.2,2.0.10,2002
4.2,2.0.1,13216
4.2,2.0,456586
4.2,1.9rc2,782
4.2,1.9rc1,181
4.2,1.9b1,169
4.2,1.9a1,170
4.2,1.9.9,2120
4.2,1.9.8,2170
4.2,1.9.7,5156
4.2,1.9.6,12457
4.2,1.9.5,3531
4.2,1.9.4,4162
4.2,1.9.3,966
4.2,1.9.2,3209
4.2,1.9.13,12370
4.2,1.9.12,2254
4.2,1.9.11,990
4.2,1.9.10,1940
4.2,1.9.1,2594
4.2,1.9,5860
4.2,1.8c1,176
4.2,1.8b2,169
4.2,1.8b1,171
4.2,1.8a1,169
4.2,1.8.9,1652
4.2,1.8.8,1534
4.2,1.8.7,3070
4.2,1.8.6,16175
4.2,1.8.5,2214
4.2,1.8.4,15099
4.2,1.8.3,22662
4.2,1.8.2,7739
4.2,1.8.19,46101
4.2,1.8.18,6004
4.2,1.8.17,4025
4.2,1.8.16,5527
4.2,1.8.15,4276
4.2,1.8.14,5099
4.2,1.8.13,2262
4.2,1.8.12,74642
4.2,1.8.11,3337
4.2,1.8.10,681
4.2,1.8.1,1788
4.2,1.8,14746
4.2,1.7.9,1130
4.2,1.7.8,862
4.2,1.7.7,109317
4.2,1.7.6,2025
4.2,1.7.5,604
4.2,1.7.4,4425
4.2,1.7.3,1797
4.2,1.7.2,1108
4.2,1.7.11,15460
4.2,1.7.10,1414
4.2,1.7.1,7591
4.2,1.7,7657
4.2,1.6.9,415
4.2,1.6.8,1577
4.2,1.6.7,2660
4.2,1.6.6,2517
4.2,1.6.5,6449
4.2,1.6.4,1095
4.2,1.6.3,1357
4.2,1.6.2,23175
4.2,1.6.11,21815
4.2,1.6.10,1214
4.2,1.6.1,61225
4.2,1.6,8937
4.2,1.5.9,233
4.2,1.5.8,1916
4.2,1.5.7,391
4.2,1.5.6,231
4.2,1.5.5,2386
4.2,1.5.4,5190
4.2,1.5.3,369
4.2,1.5.2,761
4.2,1.5.12,4192
4.2,1.5.11,686
4.2,1.5.10,269
4.2,1.5.1,8554
4.2,1.5,2913
4.2,1.4.9,251
4.2,1.4.8,299
4.2,1.4.7,282
4.2,1.4.6,626
4.2,1.4.5,3165
4.2,1.4.4,240
4.2,1.4.3,1170
4.2,1.4.22,17861
4.2,1.4.21,584
4.2,1.4.20,280
4.2,1.4.2,2055
4.2,1.4.19,268
4.2,1.4.18,241
4.2,1.4.17,259
4.2,1.4.16,716
4.2,1.4.15,550
4.2,1.4.14,243
4.2,1.4.13,107027
4.2,1.4.12,261
4.2,1.4.11,1035
4.2,1.4.10,570
4.2,1.4.1,2149
4.2,1.4,3833
4.2,1.3.7,1213
4.2,1.3.6,260
4.2,1.3.5,264
4.2,1.3.4,358
4.2,1.3.3,231
4.2,1.3.2,251
4.2,1.3.1,3312
4.2,1.3,5583
4.2,1.2.7,1198
4.2,1.2.6,226
4.2,1.2.5,2549
4.2,1.2.4,953
4.2,1.2.3,740
4.2,1.2.2,236
4.2,1.2.1,1891
4.2,1.2,151210
4.2,1.11rc1,360
4.2,1.11b1,179
4.2,1.11a1,174
4.2,1.11.9,3338
4.2,1.11.8,3525
4.2,1.11.7,25387
4.2,1.11.6,11100
4.2,1.11.5,8189
4.2,1.11.4,8745
4.2,1.11.3,20471
4.2,1.11.29,639580
4.2,1.11.28,423851
4.2,1.11.27,8723
4.2,1.11.26,5526
4.2,1.11.25,2653
4.2,1.11.24,5161
4.2,1.11.23,14279
4.2,1.11.22,10411
4.2,1.11.21,2713
4.2,1.11.20,21484
4.2,1.11.2,53374
4.2,1.11.19,3
4.2,1.11.18,4674
4.2,1.11.17,18366
4.2,1.11.16,4349
4.2,1.11.15,5768
4.2,1.11.14,4313
4.2,1.11.13,5188
4.2,1.11.12,4386
4.2,1.11.11,4317
4.2,1.11.10,53075
4.2,1.11.1,29778
4.2,1.11,274124
4.2,1.10rc1,1055
4.2,1.10b1,356
4.2,1.10a1,367
4.2,1.10.8,22163
4.2,1.10.7,3871
4.2,1.10.6,3737
4.2,1.10.5,7846
4.2,1.10.4,4678
4.2,1.10.3,11750
4.2,1.10.2,4810
4.2,1.10.1,1828
4.2,1.10,7877
4.2,1.1.4,467
4.2,1.1.3,5244
pre_release,version,downloads_count
4.1,4.1rc1,11882
4.1,4.1b1,25969
4.1,4.1a1,29175
4.1,4.0rc1,408
4.1,4.0b1,552
4.1,4.0a1,525
4.1,4.0.7,3354
4.1,4.0.6,1486373
4.1,4.0.5,1602518
4.1,4.0.4,1136509
4.1,4.0.3,240119
4.1,4.0.2,179973
4.1,4.0.1,168786
4.1,4.0,141551
4.1,3.2rc1,549
4.1,3.2b1,405
4.1,3.2a1,449
4.1,3.2.9,386080
4.1,3.2.8,210934
4.1,3.2.7,241058
4.1,3.2.6,231832
4.1,3.2.5,195116
4.1,3.2.4,218710
4.1,3.2.3,115396
4.1,3.2.2,44730
4.1,3.2.15,2521
4.1,3.2.14,1348990
4.1,3.2.13,3205561
4.1,3.2.12,636125
4.1,3.2.11,192645
4.1,3.2.10,151135
4.1,3.2.1,14723
4.1,3.2,341163
4.1,3.1rc1,399
4.1,3.1b1,476
4.1,3.1a1,464
4.1,3.1.9,4945
4.1,3.1.8,28070
4.1,3.1.7,165707
4.1,3.1.6,113263
4.1,3.1.5,272311
4.1,3.1.4,88437
4.1,3.1.3,131097
4.1,3.1.2,73629
4.1,3.1.14,430674
4.1,3.1.13,137571
4.1,3.1.12,31213
4.1,3.1.11,12059
4.1,3.1.10,10319
4.1,3.1.1,78336
4.1,3.1,103706
4.1,3.0rc1,417
4.1,3.0b1,416
4.1,3.0a1,377
4.1,3.0.9,99452
4.1,3.0.8,1398604
4.1,3.0.7,70715
4.1,3.0.6,42099
4.1,3.0.5,101937
4.1,3.0.4,33428
4.1,3.0.3,54422
4.1,3.0.2,22556
4.1,3.0.14,221435
4.1,3.0.13,7297
4.1,3.0.12,14105
4.1,3.0.11,10860
4.1,3.0.10,10903
4.1,3.0.1,9179
4.1,3.0,96009
4.1,2.2rc1,334
4.1,2.2b1,349
4.1,2.2a1,335
4.1,2.2.9,31971
4.1,2.2.8,16825
4.1,2.2.7,86734
4.1,2.2.6,65151
4.1,2.2.5,45440
4.1,2.2.4,66254
4.1,2.2.3,35063
4.1,2.2.28,702887
4.1,2.2.27,129425
4.1,2.2.26,31969
4.1,2.2.25,21952
4.1,2.2.24,229565
4.1,2.2.23,11802
4.1,2.2.22,3184
4.1,2.2.21,3920
4.1,2.2.20,34378
4.1,2.2.2,26765
4.1,2.2.19,35594
4.1,2.2.18,11851
4.1,2.2.17,31079
4.1,2.2.16,131055
4.1,2.2.15,14095
4.1,2.2.14,45181
4.1,2.2.13,45874
4.1,2.2.12,67702
4.1,2.2.11,23320
4.1,2.2.10,40515
4.1,2.2.1,128096
4.1,2.2,169870
4.1,2.1rc1,177
4.1,2.1b1,220
4.1,2.1a1,202
4.1,2.1.9,1543
4.1,2.1.8,5282
4.1,2.1.7,23279
4.1,2.1.5,19149
4.1,2.1.4,10029
4.1,2.1.3,9369
4.1,2.1.2,10904
4.1,2.1.15,112854
4.1,2.1.14,1102
4.1,2.1.13,1174
4.1,2.1.12,1381
4.1,2.1.11,3322
4.1,2.1.10,8349
4.1,2.1.1,103175
4.1,2.1,25158
4.1,2.0rc1,190
4.1,2.0b1,212
4.1,2.0a1,219
4.1,2.0.9,1951
4.1,2.0.8,4147
4.1,2.0.7,13182
4.1,2.0.6,8439
4.1,2.0.5,9071
4.1,2.0.4,7357
4.1,2.0.3,9500
4.1,2.0.2,7376
4.1,2.0.13,69014
4.1,2.0.12,1381
4.1,2.0.10,2752
4.1,2.0.1,6712
4.1,2.0,25110
4.1,1.9rc2,168
4.1,1.9rc1,167
4.1,1.9b1,155
4.1,1.9a1,164
4.1,1.9.9,1545
4.1,1.9.8,1783
4.1,1.9.7,23710
4.1,1.9.6,3609
4.1,1.9.5,3319
4.1,1.9.4,1753
4.1,1.9.3,1019
4.1,1.9.2,3005
4.1,1.9.13,12448
4.1,1.9.12,3465
4.1,1.9.11,1220
4.1,1.9.10,1176
4.1,1.9.1,1901
4.1,1.9,4175
4.1,1.8c1,175
4.1,1.8b2,164
4.1,1.8b1,155
4.1,1.8a1,164
4.1,1.8.9,1717
4.1,1.8.8,1540
4.1,1.8.7,3098
4.1,1.8.6,38836
4.1,1.8.5,1495
4.1,1.8.4,8087
4.1,1.8.3,13062
4.1,1.8.2,10380
4.1,1.8.19,156199
4.1,1.8.18,6156
4.1,1.8.17,2601
4.1,1.8.16,3516
4.1,1.8.15,1540
4.1,1.8.14,4562
4.1,1.8.13,1609
4.1,1.8.12,70969
4.1,1.8.11,916
4.1,1.8.10,671
4.1,1.8.1,1185
4.1,1.8,19998
4.1,1.7.9,793
4.1,1.7.8,1039
4.1,1.7.7,118546
4.1,1.7.6,643
4.1,1.7.5,561
4.1,1.7.4,887
4.1,1.7.3,615
4.1,1.7.2,547
4.1,1.7.11,24028
4.1,1.7.10,1792
4.1,1.7.1,2493
4.1,1.7,4453
4.1,1.6.9,436
4.1,1.6.8,2123
4.1,1.6.7,639
4.1,1.6.6,562
4.1,1.6.5,5163
4.1,1.6.4,907
4.1,1.6.3,598
4.1,1.6.2,1415
4.1,1.6.11,18233
4.1,1.6.10,1168
4.1,1.6.1,1677
4.1,1.6,2773
4.1,1.5.9,248
4.1,1.5.8,647
4.1,1.5.7,483
4.1,1.5.6,245
4.1,1.5.5,2515
4.1,1.5.4,1019
4.1,1.5.3,331
4.1,1.5.2,623
4.1,1.5.12,2918
4.1,1.5.11,460
4.1,1.5.10,259
4.1,1.5.1,1826
4.1,1.5,3217
4.1,1.4.9,236
4.1,1.4.8,333
4.1,1.4.7,223
4.1,1.4.6,234
4.1,1.4.5,767
4.1,1.4.4,222
4.1,1.4.3,588
4.1,1.4.22,7194
4.1,1.4.21,310
4.1,1.4.20,277
4.1,1.4.2,1184
4.1,1.4.19,230
4.1,1.4.18,226
4.1,1.4.17,226
4.1,1.4.16,229
4.1,1.4.15,287
4.1,1.4.14,227
4.1,1.4.13,36199
4.1,1.4.12,232
4.1,1.4.11,255
4.1,1.4.10,364
4.1,1.4.1,892
4.1,1.4,1268
4.1,1.3.7,1373
4.1,1.3.6,238
4.1,1.3.5,243
4.1,1.3.4,245
4.1,1.3.3,228
4.1,1.3.2,223
4.1,1.3.1,1054
4.1,1.3,1179
4.1,1.2.7,767
4.1,1.2.6,227
4.1,1.2.5,529
4.1,1.2.4,231
4.1,1.2.3,279
4.1,1.2.2,223
4.1,1.2.1,339
4.1,1.2,10868
4.1,1.11rc1,347
4.1,1.11b1,170
4.1,1.11a1,176
4.1,1.11.9,3051
4.1,1.11.8,5755
4.1,1.11.7,26189
4.1,1.11.6,12740
4.1,1.11.5,5314
4.1,1.11.4,7811
4.1,1.11.3,11086
4.1,1.11.29,492915
4.1,1.11.28,66579
4.1,1.11.27,7903
4.1,1.11.26,7119
4.1,1.11.25,2716
4.1,1.11.24,5350
4.1,1.11.23,13512
4.1,1.11.22,4405
4.1,1.11.21,1641
4.1,1.11.20,23911
4.1,1.11.2,134013
4.1,1.11.19,20
4.1,1.11.18,7638
4.1,1.11.17,25148
4.1,1.11.16,6336
4.1,1.11.15,12404
4.1,1.11.14,3298
4.1,1.11.13,4042
4.1,1.11.12,3136
4.1,1.11.11,4928
4.1,1.11.10,66272
4.1,1.11.1,8372
4.1,1.11,283559
4.1,1.10rc1,395
4.1,1.10b1,373
4.1,1.10a1,387
4.1,1.10.8,28632
4.1,1.10.7,1978
4.1,1.10.6,3405
4.1,1.10.5,5642
4.1,1.10.4,4348
4.1,1.10.3,6671
4.1,1.10.2,6638
4.1,1.10.1,2449
4.1,1.10,5390
4.1,1.1.4,324
4.1,1.1.3,395
pre_release,version,downloads_count
4.0,4.0rc1,11179
4.0,4.0b1,21057
4.0,4.0a1,23366
4.0,3.2rc1,614
4.0,3.2b1,469
4.0,3.2a1,632
4.0,3.2.9,2349833
4.0,3.2.8,2164092
4.0,3.2.7,1716492
4.0,3.2.6,471821
4.0,3.2.5,630134
4.0,3.2.4,290324
4.0,3.2.3,189816
4.0,3.2.2,57930
4.0,3.2.10,6738
4.0,3.2.1,30536
4.0,3.2,296110
4.0,3.1rc1,424
4.0,3.1b1,600
4.0,3.1a1,1023
4.0,3.1.9,15771
4.0,3.1.8,60167
4.0,3.1.7,326914
4.0,3.1.6,150738
4.0,3.1.5,278471
4.0,3.1.4,182657
4.0,3.1.3,122154
4.0,3.1.2,109895
4.0,3.1.14,554
4.0,3.1.13,747259
4.0,3.1.12,101348
4.0,3.1.11,30397
4.0,3.1.10,16483
4.0,3.1.1,118298
4.0,3.1,157953
4.0,3.0rc1,5002
4.0,3.0b1,347
4.0,3.0a1,581
4.0,3.0.9,102110
4.0,3.0.8,124700
4.0,3.0.7,86833
4.0,3.0.6,94130
4.0,3.0.5,142958
4.0,3.0.4,79109
4.0,3.0.3,54090
4.0,3.0.2,39869
4.0,3.0.14,290284
4.0,3.0.13,11805
4.0,3.0.12,21163
4.0,3.0.11,24060
4.0,3.0.10,56295
4.0,3.0.1,18859
4.0,3.0,108316
4.0,2.2rc1,350
4.0,2.2b1,371
4.0,2.2a1,349
4.0,2.2.9,45491
4.0,2.2.8,24546
4.0,2.2.7,79688
4.0,2.2.6,56562
4.0,2.2.5,48398
4.0,2.2.4,69889
4.0,2.2.3,58703
4.0,2.2.25,994
4.0,2.2.24,1721027
4.0,2.2.23,38986
4.0,2.2.22,10797
4.0,2.2.21,76959
4.0,2.2.20,70547
4.0,2.2.2,35579
4.0,2.2.19,62465
4.0,2.2.18,31675
4.0,2.2.17,76415
4.0,2.2.16,89144
4.0,2.2.15,23024
4.0,2.2.14,28996
4.0,2.2.13,68794
4.0,2.2.12,177014
4.0,2.2.11,43448
4.0,2.2.10,71723
4.0,2.2.1,234961
4.0,2.2,205857
4.0,2.1rc1,188
4.0,2.1b1,262
4.0,2.1a1,202
4.0,2.1.9,2186
4.0,2.1.8,105023
4.0,2.1.7,49909
4.0,2.1.5,34757
4.0,2.1.4,11842
4.0,2.1.3,13344
4.0,2.1.2,14897
4.0,2.1.15,170454
4.0,2.1.14,2509
4.0,2.1.13,3655
4.0,2.1.12,2253
4.0,2.1.11,4716
4.0,2.1.10,9756
4.0,2.1.1,158211
4.0,2.1,37408
4.0,2.0rc1,191
4.0,2.0b1,180
4.0,2.0a1,210
4.0,2.0.9,3487
4.0,2.0.8,5078
4.0,2.0.7,15535
4.0,2.0.6,10518
4.0,2.0.5,9491
4.0,2.0.4,7677
4.0,2.0.3,11163
4.0,2.0.2,19710
4.0,2.0.13,69906
4.0,2.0.12,2944
4.0,2.0.10,3004
4.0,2.0.1,7932
4.0,2.0,43227
4.0,1.9rc2,183
4.0,1.9rc1,167
4.0,1.9b1,164
4.0,1.9a1,171
4.0,1.9.9,1898
4.0,1.9.8,2291
4.0,1.9.7,31094
4.0,1.9.6,6403
4.0,1.9.5,4950
4.0,1.9.4,2654
4.0,1.9.3,1564
4.0,1.9.2,3855
4.0,1.9.13,65387
4.0,1.9.12,2788
4.0,1.9.11,1587
4.0,1.9.10,1615
4.0,1.9.1,2259
4.0,1.9,6366
4.0,1.8c1,166
4.0,1.8b2,175
4.0,1.8b1,167
4.0,1.8a1,161
4.0,1.8.9,1880
4.0,1.8.8,2107
4.0,1.8.7,4188
4.0,1.8.6,32669
4.0,1.8.5,2455
4.0,1.8.4,9028
4.0,1.8.3,15178
4.0,1.8.2,8456
4.0,1.8.19,35749
4.0,1.8.18,15510
4.0,1.8.17,4815
4.0,1.8.16,1690
4.0,1.8.15,4652
4.0,1.8.14,5676
4.0,1.8.13,46049
4.0,1.8.12,4803
4.0,1.8.11,1467
4.0,1.8.10,990
4.0,1.8.1,1583
4.0,1.8,13261
4.0,1.7.9,1346
4.0,1.7.8,1116
4.0,1.7.7,124538
4.0,1.7.6,999
4.0,1.7.5,896
4.0,1.7.4,2178
4.0,1.7.3,1326
4.0,1.7.2,1440
4.0,1.7.11,11199
4.0,1.7.10,945
4.0,1.7.1,4534
4.0,1.7,7024
4.0,1.6.9,496
4.0,1.6.8,1927
4.0,1.6.7,1160
4.0,1.6.6,1185
4.0,1.6.5,7762
4.0,1.6.4,1013
4.0,1.6.3,1236
4.0,1.6.2,2463
4.0,1.6.11,18692
4.0,1.6.10,2152
4.0,1.6.1,3923
4.0,1.6,4260
4.0,1.5.9,345
4.0,1.5.8,1044
4.0,1.5.7,627
4.0,1.5.6,322
4.0,1.5.5,3380
4.0,1.5.4,2110
4.0,1.5.3,312
4.0,1.5.2,848
4.0,1.5.12,3206
4.0,1.5.11,750
4.0,1.5.10,360
4.0,1.5.1,4537
4.0,1.5,2154
4.0,1.4.9,393
4.0,1.4.8,307
4.0,1.4.7,300
4.0,1.4.6,384
4.0,1.4.5,1521
4.0,1.4.4,303
4.0,1.4.3,964
4.0,1.4.22,8750
4.0,1.4.21,479
4.0,1.4.20,627
4.0,1.4.2,1506
4.0,1.4.19,340
4.0,1.4.18,437
4.0,1.4.17,309
4.0,1.4.16,470
4.0,1.4.15,460
4.0,1.4.14,304
4.0,1.4.13,19727
4.0,1.4.12,312
4.0,1.4.11,922
4.0,1.4.10,646
4.0,1.4.1,2219
4.0,1.4,2533
4.0,1.3.7,1102
4.0,1.3.6,316
4.0,1.3.5,343
4.0,1.3.4,361
4.0,1.3.3,304
4.0,1.3.2,315
4.0,1.3.1,1935
4.0,1.3,3123
4.0,1.2.7,674
4.0,1.2.6,297
4.0,1.2.5,1433
4.0,1.2.4,740
4.0,1.2.3,630
4.0,1.2.2,302
4.0,1.2.1,1187
4.0,1.2,635
4.0,1.11rc1,683
4.0,1.11b1,175
4.0,1.11a1,178
4.0,1.11.9,5795
4.0,1.11.8,4818
4.0,1.11.7,38516
4.0,1.11.6,14114
4.0,1.11.5,10475
4.0,1.11.4,7637
4.0,1.11.3,11009
4.0,1.11.29,531537
4.0,1.11.28,93766
4.0,1.11.27,16641
4.0,1.11.26,12752
4.0,1.11.25,4818
4.0,1.11.24,5899
4.0,1.11.23,16348
4.0,1.11.22,5097
4.0,1.11.21,4880
4.0,1.11.20,51316
4.0,1.11.2,180986
4.0,1.11.19,18
4.0,1.11.18,30893
4.0,1.11.17,22697
4.0,1.11.16,8874
4.0,1.11.15,12633
4.0,1.11.14,7116
4.0,1.11.13,7970
4.0,1.11.12,5006
4.0,1.11.11,10698
4.0,1.11.10,23921
4.0,1.11.1,8869
4.0,1.11,118514
4.0,1.10rc1,357
4.0,1.10b1,377
4.0,1.10a1,359
4.0,1.10.8,49514
4.0,1.10.7,3373
4.0,1.10.6,4973
4.0,1.10.5,6837
4.0,1.10.4,5576
4.0,1.10.3,18120
4.0,1.10.2,17793
4.0,1.10.1,3311
4.0,1.10,7440
4.0,1.1.4,466
4.0,1.1.3,1299
pre_release,version,downloads_count
3.2,3.2rc1,18031
3.2,3.2b1,25450
3.2,3.2a1,26290
3.2,3.1rc1,698
3.2,3.1b1,1236
3.2,3.1a1,1721
3.2,3.1.8,6479
3.2,3.1.7,2427222
3.2,3.1.6,1152131
3.2,3.1.5,1028378
3.2,3.1.4,394710
3.2,3.1.3,523764
3.2,3.1.2,294327
3.2,3.1.1,231458
3.2,3.1,311914
3.2,3.0rc1,1569
3.2,3.0b1,757
3.2,3.0a1,820
3.2,3.0.9,97910
3.2,3.0.8,343501
3.2,3.0.7,254854
3.2,3.0.6,138641
3.2,3.0.5,171798
3.2,3.0.4,440004
3.2,3.0.3,92479
3.2,3.0.2,73644
3.2,3.0.14,632
3.2,3.0.13,182654
3.2,3.0.12,123440
3.2,3.0.11,166514
3.2,3.0.10,73173
3.2,3.0.1,33610
3.2,3.0,101544
3.2,2.2rc1,516
3.2,2.2b1,610
3.2,2.2a1,541
3.2,2.2.9,73322
3.2,2.2.8,53212
3.2,2.2.7,95777
3.2,2.2.6,90417
3.2,2.2.5,94569
3.2,2.2.4,100435
3.2,2.2.3,70549
3.2,2.2.20,1441
3.2,2.2.2,56137
3.2,2.2.19,688452
3.2,2.2.18,637263
3.2,2.2.17,469358
3.2,2.2.16,308363
3.2,2.2.15,97596
3.2,2.2.14,81287
3.2,2.2.13,327854
3.2,2.2.12,155725
3.2,2.2.11,56502
3.2,2.2.10,80486
3.2,2.2.1,260400
3.2,2.2,252144
3.2,2.1rc1,255
3.2,2.1b1,494
3.2,2.1a1,332
3.2,2.1.9,3953
3.2,2.1.8,8958
3.2,2.1.7,696851
3.2,2.1.5,48461
3.2,2.1.4,14181
3.2,2.1.3,24174
3.2,2.1.2,34717
3.2,2.1.15,226150
3.2,2.1.14,4310
3.2,2.1.13,5236
3.2,2.1.12,2292
3.2,2.1.11,8183
3.2,2.1.10,5368
3.2,2.1.1,126294
3.2,2.1,40194
3.2,2.0rc1,334
3.2,2.0b1,325
3.2,2.0a1,367
3.2,2.0.9,5090
3.2,2.0.8,7444
3.2,2.0.7,129538
3.2,2.0.6,10979
3.2,2.0.5,14047
3.2,2.0.4,17286
3.2,2.0.3,19498
3.2,2.0.2,15642
3.2,2.0.13,172374
3.2,2.0.12,4973
3.2,2.0.10,3501
3.2,2.0.1,8505
3.2,2.0,44148
3.2,1.9rc2,261
3.2,1.9rc1,278
3.2,1.9b1,227
3.2,1.9a1,246
3.2,1.9.9,2206
3.2,1.9.8,2939
3.2,1.9.7,237652
3.2,1.9.6,6285
3.2,1.9.5,24818
3.2,1.9.4,4015
3.2,1.9.3,1399
3.2,1.9.2,4162
3.2,1.9.13,836499
3.2,1.9.12,3179
3.2,1.9.11,845
3.2,1.9.10,1836
3.2,1.9.1,2384
3.2,1.9,21155
3.2,1.8c1,235
3.2,1.8b2,243
3.2,1.8b1,238
3.2,1.8a1,220
3.2,1.8.9,1944
3.2,1.8.8,3373
3.2,1.8.7,3849
3.2,1.8.6,5883
3.2,1.8.5,56765
3.2,1.8.4,12208
3.2,1.8.3,14007
3.2,1.8.2,9642
3.2,1.8.19,51579
3.2,1.8.18,12250
3.2,1.8.17,5415
3.2,1.8.16,2134
3.2,1.8.15,5670
3.2,1.8.14,4613
3.2,1.8.13,74482
3.2,1.8.12,4813
3.2,1.8.11,1831
3.2,1.8.10,1129
3.2,1.8.1,1944
3.2,1.8,23610
3.2,1.7.9,1219
3.2,1.7.8,1179
3.2,1.7.7,137225
3.2,1.7.6,1040
3.2,1.7.5,1192
3.2,1.7.4,2005
3.2,1.7.3,1200
3.2,1.7.2,1228
3.2,1.7.11,8286
3.2,1.7.10,1156
3.2,1.7.1,3961
3.2,1.7,4422
3.2,1.6.9,556
3.2,1.6.8,1346
3.2,1.6.7,2137
3.2,1.6.6,1537
3.2,1.6.5,2797
3.2,1.6.4,5722
3.2,1.6.3,1092
3.2,1.6.2,4732
3.2,1.6.11,20940
3.2,1.6.10,1992
3.2,1.6.1,4507
3.2,1.6,4206
3.2,1.5.9,309
3.2,1.5.8,1314
3.2,1.5.7,449
3.2,1.5.6,288
3.2,1.5.5,3393
3.2,1.5.4,9818
3.2,1.5.3,301
3.2,1.5.2,777
3.2,1.5.12,4570
3.2,1.5.11,700
3.2,1.5.10,361
3.2,1.5.1,2465
3.2,1.5,1682
3.2,1.4.9,414
3.2,1.4.8,358
3.2,1.4.7,277
3.2,1.4.6,344
3.2,1.4.5,1344
3.2,1.4.4,279
3.2,1.4.3,764
3.2,1.4.22,7273
3.2,1.4.21,641
3.2,1.4.20,651
3.2,1.4.2,1472
3.2,1.4.19,358
3.2,1.4.18,450
3.2,1.4.17,294
3.2,1.4.16,455
3.2,1.4.15,382
3.2,1.4.14,282
3.2,1.4.13,984
3.2,1.4.12,280
3.2,1.4.11,797
3.2,1.4.10,339
3.2,1.4.1,1428
3.2,1.4,2318
3.2,1.3.7,1184
3.2,1.3.6,302
3.2,1.3.5,296
3.2,1.3.4,380
3.2,1.3.3,285
3.2,1.3.2,292
3.2,1.3.1,1996
3.2,1.3,5068
3.2,1.2.7,481
3.2,1.2.6,280
3.2,1.2.5,1187
3.2,1.2.4,714
3.2,1.2.3,567
3.2,1.2.2,280
3.2,1.2.1,980
3.2,1.2,742
3.2,1.11rc1,659
